sample_id,mzml_filename,mzbatch_path,batch_id,injection_date,scientific_name,taxon_scientific_name,taxon_accepted_name,taxon_rank,genus,specific_epithet,infraspecific_epithet,infraspecific_rank,kingdom,phylum,class,order,family,gbif_taxon_key,ncbi_taxid,gbif_match_type,taxonomy_backbone_version,id_date,identification_method,identification_confidence,collection_date,latitude,longitude,coordinate_uncertainty_m,geodetic_datum,plant_part,po_term_id,developmental_stage,phenology,n_individuals_pooled,pathogen_visible,fresh_weight_g,preservation_method,time_to_preservation_min,transport_conditions,storage_temp_c,storage_duration_d,grinding_method,dry_weight_mg,extraction_volume_ml,extraction_method_id,extraction_batch,uuid_extraction,extraction_solvent,extraction_ratio_mg_per_ml,extraction_conditions,extraction_date,extraction_operator,extract_storage,lc_vendor,lc_model,chromatography_type,column_name,stationary_phase,column_temp_c,mobile_phase_a,mobile_phase_b,gradient_program,flow_rate_ml_min,injection_volume_ul,run_time_min,lc_software,instrument_model,mass_analyzer,ionization_source,acquisition_mode,fragmentation_method,collision_energy,mass_range_mz,ms_scan_time_s,msms_scan_time_s,dda_top_n,ms2_intensity_threshold_cps,dynamic_exclusion_s,background_exclusion,mass_accuracy_ppm,raw_conversion_tool,centroided,mzmine_version,ms1_detector,mzmine_noise_ms1,mzmine_noise_ms2,chrom_mz_abs_da,chrom_mz_ppm,chrom_min_height,chrom_min_scans,rt_range,resolver_thresh,resolver_min_h,align_mz_abs_da,align_mz_ppm,align_rt_tol_min,mz_tol_scan_to_scan,mz_tol_sample_to_sample,processing_software,processing_params_file,qc_sample_type,qc_conditioning_n,qc_frequency,randomization,internal_standard,phylo_tip_label,ott_id_matched,evolutionary_distinctiveness,nearest_neighbour,iucn_category,iucn_assessment_year,cites_appendix,massive_accession,abs_permit_id,data_license,garden,dataset
dbgi_001816,202405081611_EB_dbgi_001816_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Cistus laurifolius L.,Cistus laurifolius,Cistus laurifolius L.,species,Cistus,laurifolius,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,3596501,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792225","7,1569270",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Cistus_laurifolius,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001816,202405081611_EB_dbgi_001816_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Cistus laurifolius L.,Cistus laurifolius,Cistus laurifolius L.,species,Cistus,laurifolius,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,3596501,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792225","7,1569270",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Cistus_laurifolius,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001817,202405081611_EB_dbgi_001817_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Cotinus coggygria Scop.,Cotinus coggygria,Cotinus coggygria Scop.,species,Cotinus,coggygria,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,3190522,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792244","7,1569147",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Cotinus_coggygria,NA,NA,NA,LC,2026,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001817,202405081611_EB_dbgi_001817_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Cotinus coggygria Scop.,Cotinus coggygria,Cotinus coggygria Scop.,species,Cotinus,coggygria,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,3190522,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792244","7,1569147",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Cotinus_coggygria,NA,NA,NA,LC,2026,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001818,202405081611_EB_dbgi_001818_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Reseda luteola L.,Reseda luteola,Reseda luteola L.,species,Reseda,luteola,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,3040251,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792217","7,1568220",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Reseda_luteola,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001818,202405081611_EB_dbgi_001818_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Reseda luteola L.,Reseda luteola,Reseda luteola L.,species,Reseda,luteola,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,3040251,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792217","7,1568220",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Reseda_luteola,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001819,202405081611_EB_dbgi_001819_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Rumex acetosella subsp. acetosella,Rumex acetosella subsp. acetosella,Rumex acetosella subsp. acetosella,subspecies,Rumex,acetosella,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,2888995,1734429,HIGHERRANK,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792100","7,1571000",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Rumex_acetosella_subsp._acetosella,NA,NA,NA,LC,2026,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001819,202405081611_EB_dbgi_001819_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Rumex acetosella subsp. acetosella,Rumex acetosella subsp. acetosella,Rumex acetosella subsp. acetosella,subspecies,Rumex,acetosella,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,2888995,1734429,HIGHERRANK,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792100","7,1571000",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Rumex_acetosella_subsp._acetosella,NA,NA,NA,LC,2026,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001820,202405081611_EB_dbgi_001820_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Dianthus balbisii subsp. knappii (Pant.) Peruzzi & Uzunov,Dianthus balbisii subsp. knappii,Dianthus balbisii subsp. knappii (Pant.) Peruzzi & Uzunov,subspecies,Dianthus,balbisii,knappii,subspecies,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,3814648,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792130","7,1568837",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Dianthus_balbisii_subsp._knappii,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001820,202405081611_EB_dbgi_001820_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Dianthus balbisii subsp. knappii (Pant.) Peruzzi & Uzunov,Dianthus balbisii subsp. knappii,Dianthus balbisii subsp. knappii (Pant.) Peruzzi & Uzunov,subspecies,Dianthus,balbisii,knappii,subspecies,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,3814648,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792130","7,1568837",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Dianthus_balbisii_subsp._knappii,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001821,202405081611_EB_dbgi_001821_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Hibiscus syriacus L.,Hibiscus syriacus,Hibiscus syriacus L.,species,Hibiscus,syriacus,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,3152583,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792213","7,1569686",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Hibiscus_syriacus,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001821,202405081611_EB_dbgi_001821_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Hibiscus syriacus L.,Hibiscus syriacus,Hibiscus syriacus L.,species,Hibiscus,syriacus,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,3152583,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792213","7,1569686",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Hibiscus_syriacus,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001831,202405081611_EB_dbgi_001831_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Rumex arifolius All.,Rumex arifolius,Rumex arifolius All.,species,Rumex,arifolius,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,4036273,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792100","7,1570830",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Rumex_arifolius,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001831,202405081611_EB_dbgi_001831_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Rumex arifolius All.,Rumex arifolius,Rumex arifolius All.,species,Rumex,arifolius,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,4036273,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792100","7,1570830",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Rumex_arifolius,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001833,202405081611_EB_dbgi_001833_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Gypsophila paniculata L.,Gypsophila paniculata,Gypsophila paniculata L.,species,Gypsophila,paniculata,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,5384458,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792133","7,1568623",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Gypsophila_paniculata,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
dbgi_001833,202405081611_EB_dbgi_001833_01_01.mzML,D:/IOCB/data_dbgi/JBF/fribourg_batch_all_in_one.mzbatch,JBUF_qexactive_2024,20240508,Gypsophila paniculata L.,Gypsophila paniculata,Gypsophila paniculata L.,species,Gypsophila,paniculata,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,5384458,NA,EXACT,GBIF Backbone 2023-08-28,NA,botanical_garden_ID,certain,NA,"46,792133","7,1568623",1,WGS84 / EPSG:4326,NA,NA,NA,NA,1,NA,NA,liquid_N2,NA,"liquid_N2 dewar, <24h",-80,NA,Retsch_MM400,NA,NA,NA,NA,NA,MeOH:H2O 80:20 (v/v),NA,"shaking 30 min, 20C, 200 rpm; Centrifugation, 14000rpm, 5 min",NA,NA,"-80 C, plastic tube",Thermo Scientific,Vanquish UHPLC,UHPLC,NA,C18,NA,H2O + 0.1% formic acid,ACN + 0.1% formic acid,NA,NA,NA,NA,Thermo Scientific Xcalibur,LC-MS QExactive Plus,Orbitrap,ESI,DDA,HCD,NA,NA,NA,NA,NA,NA,NA,NA,5,MSConvert (ProteoWizard),TRUE,4.10.6,Factor of lowest signal,50,2,0.005,5,1,4,0.0-12.02 min,0.9,1,5e-4,2,0.08,0.0050 Da / 5.0 ppm,0.0005 Da / 2.0 ppm,MZmine 4.10.6,fribourg_batch_all_in_one.mzbatch,pooled QC,NA,NA,TRUE,NA,Gypsophila_paniculata,NA,NA,NA,NA,NA,none,MSV000090090,NA,CC0,JBUF,jbuf
