species;family
Podocarpus henckelii;Podocarpaceae
Podocarpus lawrencei;Podocarpaceae
Podocarpus macrophyllus;Podocarpaceae
Podocarpus nivalis;Podocarpaceae
Podocarpus nivalis;Podocarpaceae
Podocarpus nivalis;Podocarpaceae
Podocarpus nivalis;Podocarpaceae
Podocarpus nivalis;Podocarpaceae
Podocarpus novae-caledoniae;Podocarpaceae
Podocarpus parlatorei;Podocarpaceae
Podocarpus rumphii;Podocarpaceae
Podocarpus salignus;Podocarpaceae
Podocarpus sp.;Podocarpaceae
Podocarpus sp.;Podocarpaceae
Podocarpus spinulosa;Podocarpaceae
Podocarpus totara;Podocarpaceae
Podocarpus totara;Podocarpaceae
Podocarpus totara;Podocarpaceae
Podocarpus urbanii;Podocarpaceae
Podochilus muricatus;Orchidaceae
Podolasia stipitata;Araceae
Podolasia stipitata;Araceae
Podophyllum hexandrum;Berberidaceae
Podophyllum hexandrum;Berberidaceae
Podophyllum hexandrum;Berberidaceae
Podophyllum hexandrum;Berberidaceae
Podophyllum hybr.;Berberidaceae
Podophyllum peltatum;Berberidaceae
Podophyllum peltatum;Berberidaceae
Podranea brycei;Bignoniaceae
Podranea ricasoliana;Bignoniaceae
Pogonia japonica;Orchidaceae
Pogonia ophioglossoides;Orchidaceae
Pogonia ophioglossoides;Orchidaceae
Pogostemon cablin;Lamiaceae
Polemonium caucasicum;Polemoniaceae
Polemonium coeruleum;Polemoniaceae
Polemonium chinense;Polemoniaceae
Polemonium reptans;Polemoniaceae
Polianthes tuberosa;Asparagaceae (Agavaceae)
Polianthes tuberosa;Asparagaceae (Agavaceae)
Pollichia campestris;Caryophyllaceae
Pollichia campestris;Caryophyllaceae
Polycarpaea tenuis;Caryophyllaceae
Polycycnis trullifera;Orchidaceae
Polygala fruticosa;Polygalaceae
Polygala chamaebuxus;Polygalaceae
Polygala chamaebuxus;Polygalaceae
Polygala chamaebuxus;Polygalaceae
Polygala chamaebuxus;Polygalaceae
Polygala chamaebuxus;Polygalaceae
Polygala myrtifolia;Polygalaceae
Polygala virgata;Polygalaceae
Polygonatum arisanense;Asparagaceae (Ruscaceae)
Polygonatum biflorum;Asparagaceae (Ruscaceae)
Polygonatum biflorum;Asparagaceae (Ruscaceae)
Polygonatum biflorum;Asparagaceae (Ruscaceae)
Polygonatum biflorum;Asparagaceae (Ruscaceae)
Polygonatum biflorum;Asparagaceae (Ruscaceae)
Polygonatum biflorum;Asparagaceae (Ruscaceae)
Polygonatum cathcartii;Asparagaceae (Ruscaceae)
Polygonatum cirrhifolium;Asparagaceae (Ruscaceae)
Polygonatum cyrtonema;Asparagaceae (Ruscaceae)
Polygonatum falcatum;Asparagaceae (Ruscaceae)
Polygonatum falcatum;Asparagaceae (Ruscaceae)
Polygonatum franchetii;Asparagaceae (Ruscaceae)
Polygonatum glaberrimum;Asparagaceae (Ruscaceae)
Polygonatum hirtum;Asparagaceae (Ruscaceae)
Polygonatum hookeri;Asparagaceae (Ruscaceae)
Polygonatum humile;Asparagaceae (Ruscaceae)
Polygonatum humile;Asparagaceae (Ruscaceae)
Polygonatum hybr.;Asparagaceae (Ruscaceae)
Polygonatum macranthum;Asparagaceae (Ruscaceae)
Polygonatum macropodum;Asparagaceae (Ruscaceae)
Polygonatum multiflorum;Asparagaceae (Ruscaceae)
Polygonatum multiflorum;Asparagaceae (Ruscaceae)
Polygonatum multiflorum;Asparagaceae (Ruscaceae)
Polygonatum multiflorum;Asparagaceae (Ruscaceae)
Polygonatum nodosum;Asparagaceae (Ruscaceae)
Polygonatum odoratum;Asparagaceae (Ruscaceae)
Polygonatum odoratum;Asparagaceae (Ruscaceae)
Polygonatum odoratum;Asparagaceae (Ruscaceae)
Polygonatum odoratum;Asparagaceae (Ruscaceae)
Polygonatum polyanthemum;Asparagaceae (Ruscaceae)
Polygonatum polyanthemum;Asparagaceae (Ruscaceae)
Polygonatum prattii;Asparagaceae (Ruscaceae)
Polygonatum pubescens;Asparagaceae (Ruscaceae)
Polygonatum punctatum;Asparagaceae (Ruscaceae)
Polygonatum roseum;Asparagaceae (Ruscaceae)
Polygonatum sibiricum;Asparagaceae (Ruscaceae)
Polygonatum sp.;Asparagaceae (Ruscaceae)
Polygonatum stewartianum;Asparagaceae (Ruscaceae)
Polygonatum verticillatum;Asparagaceae (Ruscaceae)
Polygonatum verticillatum;Asparagaceae (Ruscaceae)
Polygonatum x hybr.;Asparagaceae (Ruscaceae)
Polygonatum x hybr.;Asparagaceae (Ruscaceae)
Polygonatum x hybridum;Asparagaceae (Ruscaceae)
Polygonatum x hybridum;Asparagaceae (Ruscaceae)
Polygonatum x hybridum;Asparagaceae (Ruscaceae)
Polygonatum zanlanscianense;Asparagaceae (Ruscaceae)
Polygonum affine;Polygonaceae
Polygonum affine;Polygonaceae
Polygonum affine;Polygonaceae
Polygonum arenarium;Polygonaceae
Polygonum baldschuanicum;Polygonaceae
Polygonum polymorphum;Polygonaceae
Polygonum sp.;Polygonaceae
Polygonum sp.;Polygonaceae
Polymnia canadensis;Asteraceae
Polypodiodes formosana;Polypodiaceae
Polypodiodes chinensis;Polypodiaceae
Polypodioides amoena;
Polypodioides chinensis;
Polypodioides sp.;
Polypodium azoricum;Polypodiaceae
Polypodium fraxinifolium;Polypodiaceae
Polypodium interjectum;Polypodiaceae
Polypodium macaronesicum;Polypodiaceae
Polypodium scouleri;Polypodiaceae
Polypodium sp.;Polypodiaceae
Polypodium vulgare;Polypodiaceae
Polypodium vulgare;Polypodiaceae
Polypodium vulgare;Polypodiaceae
Polypogon monspeliensis;Poaceae
Polyscias guilfoylei;Araliaceae
Polystachya longiscapa;Orchidaceae
Polystachya paniculata;Orchidaceae
Polystachya pubescens;Orchidaceae
Polystachya pubescens;Orchidaceae
Polystachya tayloriana;Orchidaceae
Polystachya teitensis;Orchidaceae
Polystachya teitensis;Orchidaceae
Polystachya valentina;Orchidaceae
Polystichum acrostichoides;Dryopteridaceae
Polystichum acrostichoides;Dryopteridaceae
Polystichum acrostichoides;Dryopteridaceae
Polystichum acrostichoides;Dryopteridaceae
Polystichum aculeatum;Dryopteridaceae
Polystichum aculeatum;Dryopteridaceae
Polystichum andersonii;Dryopteridaceae
Polystichum brachypterum;Dryopteridaceae
Polystichum braunii;Dryopteridaceae
Polystichum cyclolobum;Dryopteridaceae
Polystichum deltodon;Dryopteridaceae
Polystichum chingae;Dryopteridaceae
Polystichum makinoi;Dryopteridaceae
Polystichum munitum;Dryopteridaceae
Polystichum setiferum;Dryopteridaceae
Polystichum setiferum;Dryopteridaceae
Polystichum setiferum;Dryopteridaceae
Polystichum setiferum;Dryopteridaceae
Polystichum setiferum;Dryopteridaceae
Polystichum setiferum;Dryopteridaceae
Polystichum setiferum;Dryopteridaceae
Polystichum setiferum;Dryopteridaceae
Polystichum sp.;Dryopteridaceae
Polystichum stimulans;Dryopteridaceae
Polystichum tsus-simense;Dryopteridaceae
Polystichum tsus-simense;Dryopteridaceae
Polystichum xiphophyllum;Dryopteridaceae
Pomatocalpa spicatum;Orchidaceae
Ponapea ledermanniana;Arecaceae
Poncirus trifoliata;Rutaceae
Poncirus trifoliata;Rutaceae
Ponerorchis graminifolia;Orchidaceae
Populus euphratica;Salicaceae
Populus sp.;Salicaceae
Porophyllum linaria;Asteraceae
Porophyllum ruderale;Asteraceae
Porroglossum echidna;Orchidaceae
Portlandia coccinea;Rubiaceae
Portulaca eruca;Portulacaceae
Portulaca fluvialis;Portulacaceae
Portulaca halimoides;Portulacaceae
Portulaca halimoides;Portulacaceae
Portulaca pilosa;Portulacaceae
Portulaca rubricaulis;Portulacaceae
Portulaca sp.;Portulacaceae
Portulaca werdermannii;Portulacaceae
Portulacaria afra;Didieraceae
Posoqueria sp.;Rubiaceae
Potamogeton alpinus;Potamogetonaceae
Potamogeton crispus;Potamogetonaceae
Potamogeton lucens;Potamogetonaceae
Potamogeton natans;Potamogetonaceae
Potamogeton nodosus;Potamogetonaceae
Potamogeton perfoliatus;Potamogetonaceae
Potamogeton praelongus;Potamogetonaceae
Potentilla alba;Rosaceae
Potentilla anserina;Rosaceae
Potentilla anserina;Rosaceae
Potentilla argentea;Rosaceae
Potentilla argentea;Rosaceae
Potentilla argyrophylla;Rosaceae
Potentilla atrosanguinea;Rosaceae
Potentilla atrosanguinea;Rosaceae
Potentilla crantzii;Rosaceae
Potentilla fissa;Rosaceae
Potentilla fragarioides;Rosaceae
Potentilla fruticosa;Rosaceae
Potentilla fruticosa;Rosaceae
Potentilla fruticosa;Rosaceae
Potentilla glabra;Rosaceae
Potentilla hybr.;Rosaceae
Potentilla hybr.;Rosaceae
Potentilla hybr.;Rosaceae
Potentilla hybr.;Rosaceae
Potentilla inclinata;Rosaceae
Potentilla micrantha;Rosaceae
Potentilla morefieldii;Rosaceae
Potentilla nepalensis;Rosaceae
Potentilla nepalensis;Rosaceae
Potentilla nepalensis;Rosaceae
Potentilla nepalensis;Rosaceae
Potentilla nervosa;Rosaceae
Potentilla neumanniana;Rosaceae
Potentilla orientalis;Rosaceae
Potentilla palustris;Rosaceae
Potentilla parviflora;Rosaceae
Potentilla parvifolia;Rosaceae
Potentilla parvifolia;Rosaceae
Potentilla pulcherrima;Rosaceae
Potentilla rupestris;Rosaceae
Potentilla sp.;Rosaceae
Potentilla sp.;Rosaceae
Potentilla sp.;Rosaceae
Potentilla speciosa;Rosaceae
Potentilla sterilis;Rosaceae
Potentilla tabernaemontani;Rosaceae
Potentilla thurberi;Rosaceae
Potentilla thurberi;Rosaceae
Potentilla thurberi;Rosaceae
Potentilla thuringiaca;Rosaceae
Potentilla tridentata;Rosaceae
Pothos barberianus;Araceae
Pothos barberianus;Araceae
Pothos chinensis;Araceae
Pothos ovatifolius;Araceae
Pothos pilulifer;Araceae
Pothos pilulifer;Araceae
Pothos repens;Araceae
Pothos sp.;Araceae
Pothos sp.;Araceae
Pothos sp.;Araceae
Pothuava nudicaulis;Bromeliaceae
Poupartia minor;Anacardiaceae
Pouteria caimito;Sapotaceae
Prasium majus;Lamiaceae
Pratia pedunculata;Campanulaceae
Preslia cervina;Lamiaceae
Preslia cervina;Lamiaceae
Prestoea ensiformis;Arecaceae
Primula acaulis;Primulaceae
Primula algida;Primulaceae
Primula auriculata;Primulaceae
Primula beesiana;Primulaceae
Primula denticulata;Primulaceae
Primula denticulata;Primulaceae
Primula denticulata;Primulaceae
Primula denticulata;Primulaceae
Primula denticulata;Primulaceae
Primula denticulata;Primulaceae
Primula elatior-hybr.;Primulaceae
Primula elatior-hybr.;Primulaceae
Primula florindae;Primulaceae
Primula japonica;Primulaceae
Primula japonica;Primulaceae
Primula japonica;Primulaceae
Primula maximowiczii;Primulaceae
Primula polyneura;Primulaceae
Primula pubescens hybr.;Primulaceae
Primula rosea;Primulaceae
Primula sikkimensis;Primulaceae
Primula sp.;Primulaceae
Primula veris;Primulaceae
Primula veris;Primulaceae
Primula vulgaris;Primulaceae
Primula vulgaris;Primulaceae
Primula vulgaris-hybr.;Primulaceae
Primulina glandulosa;Gesneriaceae
Primulina ophiopogoides;Gesneriaceae
Primulina tabacum;Gesneriaceae
Prinsepia sinensis;Rosaceae
Prinsepia uniflora;Rosaceae
Prinsepia utilis;Rosaceae
Pritchardia glabrata;Arecaceae
Pritchardia hillebrandii;Liliopsida
Pritchardia remota;Arecaceae
Proboscidea fragrans;Martyniaceae
Procris crenata;Urticaceae
Proiphys amboinensis;Amaryllidaceae
Promenaea xanthina;
Pronephrium penangianum;Thelypteridaceae
Pronephrium sp.;Thelypteridaceae
Pronephrium sp.;Thelypteridaceae
Prosartes hookeri;Colchicaceae
Prostanthera cuneata;Lamiaceae
Prostanthera ovalifolia;Lamiaceae
Prosthechea brassavolae;Orchidaceae
Prosthechea citrina;Orchidaceae
Prosthechea chacaoensis;Orchidaceae
Prosthechea onophlebia;Orchidaceae
Prosthechea trulla;Orchidaceae
Prosthechea vitellina;Orchidaceae
Protea burchellii;Proteaceae
Protea compacta;Proteaceae
Protea cynaroides;Proteaceae
Protea kilimandscharica;Proteaceae
Protea subvestita;Proteaceae
Protea venusta;Proteaceae
Protea venusta;Proteaceae
Prumnopitys andina;Podocarpaceae
Prumnopitys ferruginea;Podocarpaceae
Prumnopitys ladei;Podocarpaceae
Prumnopitys ladei;Podocarpaceae
Prumnopitys taxifolia;Podocarpaceae
Prumnopitys taxifolia;Podocarpaceae
Prunella grandiflora;Lamiaceae
Prunella grandiflora;Lamiaceae
Prunella grandiflora;Lamiaceae
Prunella grandiflora;Lamiaceae
Prunella grandiflora;Lamiaceae
Prunella hyssopifolia;Lamiaceae
Prunus amygdalo-persica;Rosaceae
Prunus ansu;Rosaceae
Prunus argentea;Rosaceae
Prunus avium;Rosaceae
Prunus cerasifera;Rosaceae
Prunus cerasus;Rosaceae
Prunus cerasus;Rosaceae
Prunus divaricata;Rosaceae
Prunus domestica;Rosaceae
Prunus dulcis;Rosaceae
Prunus dulcis;Rosaceae
Prunus dulcis;Rosaceae
Prunus dulcis;Rosaceae
Prunus fruticosa;Rosaceae
Prunus fruticosa;Rosaceae
Prunus glandulosa;Rosaceae
Prunus gondouina;Rosaceae
Prunus grayana;Rosaceae
Prunus hillieri;Rosaceae
Prunus hybr.;Rosaceae
Prunus incisa;Rosaceae
Prunus japonica;Rosaceae
Prunus lannesiana;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus laurocerasus;Rosaceae
Prunus lusitanica;Rosaceae
Prunus maackii;Rosaceae
Prunus mahaleb;Rosaceae
Prunus mandshurica;Rosaceae
Prunus mume;Rosaceae
Prunus mume;Rosaceae
Prunus padus;Rosaceae
Prunus padus;Rosaceae
Prunus padus;Rosaceae
Prunus pedunculata;Rosaceae
Prunus prostrata;Rosaceae
Prunus pseudocerasus;Rosaceae
Prunus sargentii;Rosaceae
Prunus serrula;Rosaceae
Prunus serrulata;Rosaceae
Prunus serrulata;Rosaceae
Prunus serrulata;Rosaceae
Prunus serrulata;Rosaceae
Prunus serrulata;Rosaceae
Prunus serrulata;Rosaceae
Prunus sp.;Rosaceae
Prunus sp.;Rosaceae
Prunus sp.;Rosaceae
Prunus sp.;Rosaceae
Prunus sp.;Rosaceae
Prunus sp.;Rosaceae
Prunus sp.;Rosaceae
Prunus sp.;Rosaceae
Prunus subhirtella;Rosaceae
Prunus subhirtella;Rosaceae
Prunus subhirtella;Rosaceae
Prunus tenella;Rosaceae
Prunus x choreiana;Rosaceae
Prunus x yedoensis;Rosaceae
Pseuderanthemum carruthersii;Acanthaceae
Pseuderanthemum cooperi;Acanthaceae
Pseuderanthemum crenulatum;Acanthaceae
Pseuderanthemum lanceolatum;Acanthaceae
Pseuderanthemum versicolor;Acanthaceae
Pseudobombax simplicifolium;Malvaceae
Pseudocydonia sinensis;Rosaceae
Pseudognaphalium luteoalbum;Asteraceae
Pseudolithos cubiformis;Apocynaceae
Pseudolysimachion barrelieri;Plantaginaceae (s.l.)
Pseudolysimachion hybr.;Plantaginaceae (s.l.)
Pseudolysimachion hybr.;Plantaginaceae (s.l.)
Pseudolysimachion incanum;Plantaginaceae (s.l.)
Pseudolysimachion incanum;Plantaginaceae (s.l.)
Pseudolysimachion incanum;Plantaginaceae (s.l.)
Pseudolysimachion kiusianum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion maritimum;Plantaginaceae (s.l.)
Pseudolysimachion orchideum;Plantaginaceae (s.l.)
Pseudolysimachion sachalinense;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudolysimachion spicatum;Plantaginaceae (s.l.)
Pseudopanax discolor;Araliaceae
Pseudopanax discolor;Araliaceae
Pseudopanax lessonii;Araliaceae
Pseudopanax lessonii;Araliaceae
Pseudophoenix ekmanii;Arecaceae
Pseudorhipsalis ramulosa;Cactaceae
Pseudosbeckia swynnertonii;Melastomataceae
Pseudoselago gracilis;
Pseudosmodingium barkleyi;Anacardiaceae
Pseudotaxus chienii;Taxaceae
Pseudotaxus chienii;Taxaceae
Pseudotsuga menziesii;Pinaceae
Pseudotsuga menziesii;Pinaceae
Pseudotsuga menziesii;Pinaceae
Pseudotsuga menziesii;Pinaceae
Pseudotsuga menziesii;Pinaceae
Pseudowintera colorata;Winteraceae
Psidium cattleianum;Myrtaceae
Psidium cattleianum;Myrtaceae
Psidium guajava;Myrtaceae
Psilanthus mannii;Rubiaceae
Psilotum complanatum;Psilotaceae
Psoralea pinnata;Fabaceae (s.str.)
Psoralea pinnata;Fabaceae (s.str.)
Psychilis krugii;
Psychilis olivacea;
Psychopsiella limminghei;Orchidaceae
Psychopsis papilio;Orchidaceae
Psychotria erythrocarpa;Rubiaceae
Psychotria maingayi;Rubiaceae
Psychotria nervosa;Rubiaceae
Psychotria poeppigiana;Rubiaceae
Psychotria punctata;Rubiaceae
Ptelea lutescens;Rutaceae
Ptelea trifoliata;Rutaceae
Ptelea trifoliata;Rutaceae
Ptelea trifoliata;Rutaceae
Pteris cretica;Pteridaceae
Pteris dactylina;Pteridaceae
Pteris excelsa;Pteridaceae
Pteris henryi;Pteridaceae
Pteris mertensioides;Pteridaceae
Pteris multifida;Pteridaceae
Pteris multifida;Pteridaceae
Pteris nervosa;Pteridaceae
Pteris ryukyensis;Pteridaceae
Pteris sp.;Pteridaceae
Pteris sp.;Pteridaceae
Pteris sp.;Pteridaceae
Pteris tremula;Pteridaceae
Pteris vittata;Pteridaceae
Pteris vittata;Pteridaceae
Pterisanthes sp.;Vitaceae
Pterocarya rhoifolia;Juglandaceae
Pterocarya stenoptera;Juglandaceae
Pterocarya stenoptera;Juglandaceae
Pteroceltis tatarinowii;Cannabaceae
Pterocephalus depressus;Dipsacaceae
Pterocephalus dumetorum;Dipsacaceae
Pterocephalus multiflorus;Dipsacaceae
Pteroceras teres;Orchidaceae
Pterocereus gaumeri;Cactaceae
Pteronia incana;Asteraceae
Pterostylis coccina;Orchidaceae
Pterostylis curta;Orchidaceae
Pterostylis pedunculata;Orchidaceae
Pterostylis toveyana;Orchidaceae
Pterostyrax corymbosum;Styraceceae
Pterostyrax hispidus;Styraceceae
Pterygodium catholicum;Orchidaceae
Ptilotrichum spinosum;Brassicaceae
Ptilotrichum spinosum;Brassicaceae
Ptilotrichum spinosum;Brassicaceae
Ptilotrichum spinosum;Brassicaceae
Ptisana sambucina;Marattiaceae
Ptychococcus lepidotus;Arecaceae
Ptychosperma macarthurii;Arecaceae
Ptychosperma waitianum;Arecaceae
Puccinellia festuciformis;Poaceae
Pulegium vulgare;Lamiaceae
Pulegium vulgare;Lamiaceae
Pulegium vulgare;Lamiaceae
Pulegium vulgare;Lamiaceae
Pulegium vulgare;Lamiaceae
Pulicaria dysenterica;Asteraceae
Pulicaria stephanocarpa;Asteraceae
Pulmonaria angustifolia;Boraginaceae
Pulmonaria hybr.;Boraginaceae
Pulmonaria hybr.;Boraginaceae
Pulmonaria longifolia;Boraginaceae
Pulmonaria longifolia;Boraginaceae
Pulmonaria mollis;Boraginaceae
Pulmonaria officinalis;Boraginaceae
Pulmonaria officinalis;Boraginaceae
Pulmonaria rubra;Boraginaceae
Pulmonaria rubra;Boraginaceae
Pulmonaria rubra;Boraginaceae
Pulmonaria rubra;Boraginaceae
Pulmonaria saccharata;Boraginaceae
Pulmonaria saccharata;Boraginaceae
Pulmonaria sp.;Boraginaceae
Pulmonaria sp.;Boraginaceae
Pulmonaria x hybr.;Boraginaceae
Pulmonaria x hybr.;Boraginaceae
Pulmonaria x hybr.;Boraginaceae
Pulsatilla albana;Ranunculaceae
Pulsatilla bungeana;Ranunculaceae
Pulsatilla grandis;Ranunculaceae
Pulsatilla grandis;Ranunculaceae
Pulsatilla hungarica;Ranunculaceae
Pulsatilla hybr.;Ranunculaceae
Pulsatilla patens;Ranunculaceae
Pulsatilla patens;Ranunculaceae
Pulsatilla sp.;Ranunculaceae
Pulsatilla subslavica;Ranunculaceae
Pulsatilla turczaninovii;Ranunculaceae
Pulsatilla vulgaris;Ranunculaceae
Pulsatilla vulgaris;Ranunculaceae
Pulsatilla vulgaris;Ranunculaceae
Pulsatilla vulgaris;Ranunculaceae
Pulsatilla zimmermannii;Ranunculaceae
Punica granatum;Lythraceae
Punica granatum;Lythraceae
Punica granatum;Lythraceae
Punica granatum;Lythraceae
Punica protopunica;Lythraceae
Punica protopunica;Lythraceae
Punica protopunica;Lythraceae
Puschkinia scilloides;Asparagaceae (Hyacinthaceae)
Putoria calabrica;Rubiaceae
Puya alpestris;Bromeliaceae
Puya alpestris;Bromeliaceae
Puya coerulea;Bromeliaceae
Puya coerulea;Bromeliaceae
Puya coquimbensis;Bromeliaceae
Puya hoxeyi;Bromeliaceae
Puya mirabilis;Bromeliaceae
Puya raimondii;Bromeliaceae
Puya raimondii;Bromeliaceae
Puya sp.;Bromeliaceae
Puya sp.;Bromeliaceae
Puya venusta;Bromeliaceae
Puya weberiana;Bromeliaceae
Puya x <berteroniana>;Bromeliaceae
Pycnanthemum albescens;Lamiaceae
Pycnanthemum californicum;Lamiaceae
Pycnanthemum curvipes;Lamiaceae
Pycnanthemum flexuosum;Lamiaceae
Pycnanthemum incanum;Lamiaceae
Pycnanthemum montanum;Lamiaceae
Pycnanthemum muticum;Lamiaceae
Pycnanthemum pilosum;Lamiaceae
Pycnanthemum tenuifolium;Lamiaceae
Pycnanthemum virginianum;Lamiaceae
Pycnostachys meyeri;Lamiaceae
Pycnostachys urticifolia;Lamiaceae
Pyracantha coccinea;Rosaceae
Pyracantha coccinea;Rosaceae
Pyracantha coccinea;Rosaceae
Pyracantha coccinea;Rosaceae
Pyracantha hybr.;Rosaceae
Pyracantha hybr.;Rosaceae
Pyracantha hybr.;Rosaceae
Pyracantha sp.;Rosaceae
Pyrenacantha malvifolia;Icacinaceae
Pyrenacantha malvifolia;Icacinaceae
Pyrgophyllum yunnanense;Zingiberaceae
Pyrola rotundifolia;Ericaceae
Pyrostegia venusta;Bignoniaceae
Pyrrosia abbreviata;Polypodiaceae
Pyrrosia acrostichoides;Polypodiaceae
Pyrrosia acrostichoides;Polypodiaceae
Pyrrosia angustata;Polypodiaceae
Pyrrosia angustata;Polypodiaceae
Pyrrosia calvata;Polypodiaceae
Pyrrosia davidii;Polypodiaceae
Pyrrosia distichocarpa;Polypodiaceae
Pyrrosia drakeana;Polypodiaceae
Pyrrosia eberhartii;Polypodiaceae
Pyrrosia eleagnifolia;Polypodiaceae
Pyrrosia eleagnifolia;Polypodiaceae
Pyrrosia hastata;Polypodiaceae
Pyrrosia christii;Polypodiaceae
Pyrrosia lanceolata;Polypodiaceae
Pyrrosia lingua;Polypodiaceae
Pyrrosia lingua;Polypodiaceae
Pyrrosia lingua;Polypodiaceae
Pyrrosia longifolia;Polypodiaceae
Pyrrosia martinii;Polypodiaceae
Pyrrosia nummulariifolia;Polypodiaceae
Pyrrosia oblonga;Polypodiaceae
Pyrrosia petiolosa;Polypodiaceae
Pyrrosia polydactyla;Polypodiaceae
Pyrrosia porosa;Polypodiaceae
Pyrrosia porosa;Polypodiaceae
Pyrrosia samarensis;Polypodiaceae
Pyrrosia sheareri;Polypodiaceae
Pyrrosia sp.;Polypodiaceae
Pyrrosia sp.;Polypodiaceae
Pyrrosia sp.;Polypodiaceae
Pyrrosia sp.;Polypodiaceae
Pyrrosia sp.;Polypodiaceae
Pyrrosia sp.;Polypodiaceae
Pyrrosia stigmosa;Polypodiaceae
Pyrus calleriana;Rosaceae
Pyrus caucasica;Rosaceae
Pyrus communis;Rosaceae
Pyrus elaeagnifolia;Rosaceae
Pyrus fauriei;Rosaceae
Pyrus fauriei;Rosaceae
Pyrus nivalis;Rosaceae
Pyrus pashia;Rosaceae
Pyrus salicifolia;Rosaceae
Pyrus salicifolia;Rosaceae
Pyrus sp.;Rosaceae
Pyrus sp.;Rosaceae
Pyrus spinosa;Rosaceae
Pyrus syriaca;Rosaceae
Pyrus ussuriensis;Rosaceae
Quamoclit vulgaris;Convolvulaceae
Quaqua mammillaris;Apocynaceae
Quaqua ramosa;Apocynaceae
Quercus <x >hispanica;Fagaceae
Quercus <x >hispanica;Fagaceae
Quercus <x >hispanica;Fagaceae
Quercus <x >hispanica;Fagaceae
Quercus <x >kewensis;Fagaceae
Quercus agrifolia;Fagaceae
Quercus alnifolia;Fagaceae
Quercus berberidifolia;Fagaceae
Quercus cerris;Fagaceae
Quercus dentata;Fagaceae
Quercus dentata;Fagaceae
Quercus douglasii;Fagaceae
Quercus dumosa;Fagaceae
Quercus ellipsoidalis;Fagaceae
Quercus frainetto;Fagaceae
Quercus humboldtii;Fagaceae
Quercus ilex;Fagaceae
Quercus imbricaria;Fagaceae
Quercus ithaburensis;Fagaceae
Quercus kelloggii;Fagaceae
Quercus kelloggii;Fagaceae
Quercus leeana;Fagaceae
Quercus liathungensis;Fagaceae
Quercus macrocarpa;Fagaceae
Quercus marilandica;Fagaceae
Quercus mexicana;Fagaceae
Quercus muehlenbergii;Fagaceae
Quercus palustris;Fagaceae
Quercus prinus;Fagaceae
Quercus pyrenaica;Fagaceae
Quercus pyrenaica;Fagaceae
Quercus robur;Fagaceae
Quercus robur;Fagaceae
Quercus robur;Fagaceae
Quercus robur;Fagaceae
Quercus robur;Fagaceae
Quercus robur;Fagaceae
Quercus robur;Fagaceae
Quercus robur;Fagaceae
Quercus robur;Fagaceae
Quercus rubra;Fagaceae
Quercus rubra;Fagaceae
Quercus rubra;Fagaceae
Quercus sp.;Fagaceae
Quercus sp.;Fagaceae
Quercus stellata;Fagaceae
Quercus stenophylloides;Fagaceae
Quercus variabilis;Fagaceae
Quercus velutina;Fagaceae
Quercus wislizenii;Fagaceae
Quercus x libanerris;Fagaceae
Quesnelia liboniana;Bromeliaceae
Quillaja saponaria;Rosaceae
Racinaea fraseri;Bromeliaceae
Racinaea sp.;Bromeliaceae
Ramonda myconi;Gesneriaceae
